secs,dist
2932,1096.1532096118
2933,1093.16113578114
2934,1090.14908707048
2935,1086.94579591654
2936,1083.27582838707
2937,1080.09626752309
2938,1076.76331046001
2939,1072.84721472437
2940,1069.19031721421
2941,1065.30166539691
2942,1061.58525498415
2943,1058.05194909283
2944,1055.00260905769
2945,1051.82730962685
2946,1048.81647866365
2947,1045.54805730062
2948,1042.1763700817
2949,1038.76443106274
2950,1035.03240319899
2951,1030.99459417608
2952,1026.48078916552
2953,1021.64676889696
2954,1017.76794909728
2955,1012.28571717444
2956,1005.65355344202
2957,1000.49182828933
2958,994.799398453854
2959,988.893062665657
2960,984.268929469196
2961,979.989174605554
2962,975.645338772442
2963,971.723612909918
2964,967.178917898981
2965,962.666529365134
2966,958.386975412287
2967,953.870486241202
2968,949.146846522711
2969,944.092996352871
2970,939.151864315714
2971,933.560500262896
2972,928.069551832676
2973,922.127193937938
2974,916.547135018136
2975,911.283674959237
2976,905.54458314439
2977,899.821606903438
2978,894.72545859766
2979,890.352351930689
2980,886.814863101747
2981,882.801107434966
2982,878.504068120646
2983,874.368164999085
2984,870.167799506768
2985,866.326117298539
2986,862.663082673893
2987,859.455383263804
2988,856.688312172932
2989,853.514256473728
2990,850.67523339269
2991,848.305821372521
2992,846.070596278052
2993,844.142999297682
2994,842.445137616274
2995,840.698985513237
2996,839.635269571767
2997,838.474925059541
2998,837.038216769748
3028,834.530474337804
3029,832.47841378113
3030,829.637411176456
3031,825.945358121595
3032,821.369065046677
3033,817.067864420681
3034,812.600435300968
3035,807.57244099385
3036,802.155526456091
3037,796.85307181392
3038,791.212016705031
3039,785.486464219273
3040,779.824858144451
3041,774.244532720011
3042,768.99452163615
3043,763.792375851364
3044,758.773395115977
3045,754.044273129486
3046,749.22506504548
3047,744.043306861293
3048,739.155700852617
3049,734.449735631077
3050,729.405336066821
3051,724.721904255124
3052,720.501700541684
3053,717.050669121682
3054,714.790645037548
3055,712.90483323156
3056,711.16259561232
3057,708.759926260832
3058,705.950655216705
3059,703.39058660679
3060,701.539576614216
3061,700.263773849712
3062,698.486837627587
3063,696.42518933099
3064,694.675266022767
3065,693.357016951247
3066,691.503530461448
3067,689.9755140094
3068,688.481953548449
3069,687.003478629101
3070,685.409397338512
3071,683.168902275359
3072,680.988675308306
3073,678.144512214959
3074,675.818677239648
3075,673.693088519831
3076,672.141384503087
3077,670.679719095207
3078,669.349421852937
3079,668.136426325771
3080,667.037407470786
3081,665.783492679271
3082,664.87303481666
3083,663.691434187828
3084,662.511667480554
3085,660.406800825863
3086,657.869711530546
3087,655.263121074159
3088,652.677251939619
3089,649.951405007555
3090,646.771942382015
3091,643.41644472675
3092,640.542207798937
3093,637.826045117687
3094,635.619911952089
3095,633.169842652277
3096,630.91611602269
3097,629.02579106158
3098,626.380102111083
3099,623.302520385055
3100,620.413056514351
3101,617.805543271553
3102,615.306613672623
3103,613.291918000618
3104,610.821967813738
3105,608.357805451072
3106,606.024320074651
3107,602.994367281521
3108,599.608235314268
3109,595.648060640302
3110,591.892538505456
3111,587.97292420661
3112,584.078047002651
3113,580.558404788531
3114,576.098651173428
3115,571.040133964368
3116,566.145192671827
3117,561.302511086704
3118,556.51794082522
3119,552.205378436705
3120,547.7634551766
3121,542.63052240702
3122,537.707905791652
3123,533.305606523543
3124,529.45524416411
3125,525.519809357397
3126,521.393511316767
3127,517.889333001805
3128,515.187356711598
3129,513.183611764136
3130,511.728298908006
3131,510.616330527515
3132,509.392242452762
3133,509.016967583587
3134,508.641850898381
3135,508.266939069653
3136,507.892179767977
3137,507.51763892002
3138,507.14327470557
3139,506.769070365494
3140,506.395073231201
3141,506.021230328493
3142,504.841713784039
3143,503.003585579789
3144,500.300460556523
3145,497.425903455484
3146,494.967462557139
3147,491.459833733312
3148,487.77158089602
3149,483.932622689776
3150,478.95210315413
3151,471.78226181054
3152,464.916452989994
3153,459.001488372345
3154,453.715270238028
3155,447.68184762747
3156,442.939571577221
3157,437.174840499837
3158,431.425391029221
3159,426.40477350846
3160,421.599051215519
3161,417.027367402782
3162,411.649913298583
3163,407.201499605649
3164,402.492043919315
3165,397.452921578583
3166,392.414075318867
3167,387.18662560748
3168,382.735595738313
3169,378.253258467242
3170,374.089857971578
3171,369.71616210083
3172,365.522988692885
3173,360.863017765006
3174,356.900597472253
3175,353.028435256614
3176,350.059873546478
3177,346.830180442387
3178,344.085694612491
3179,341.496437608715
3180,338.921189378431
3181,336.70392875419
3182,334.043105386147
3183,331.403988111355
3184,329.100174868199
3185,326.372029005607
3186,323.223787767421
3187,319.451469207972
3188,314.815176224014
3189,311.260187859229
3190,307.944758100995
3191,305.577549914136
3192,304.140552837704
3193,303.973072303429
3194,303.805781079689
3195,303.638685432281
3196,303.47182082793
3197,303.305099492422
3198,303.138568721805
3199,302.972228829757
3200,302.806080130793
3201,302.640122939806
3202,302.474357572601
3203,302.308831964968
3204,302.143457204601
3205,301.978269279653
3206,301.8132744433
3207,298.958309432118
3208,295.628476871616
3209,290.639556246503
3210,285.795664224793
3211,280.91862377252
3212,275.867903131895
3213,271.560277074663
3214,267.17345767743
3215,262.635264468162
3216,257.823650354106
3217,253.007119419168
3218,247.723761653099
3219,243.768876707302
3220,239.153994330564
3221,234.256151516472
3222,229.482747371351
3223,225.182031327513
3224,220.409950314311
3225,215.999820977095
3226,211.048188172262
3227,206.5694413846
3228,201.98797943809
3229,197.576857430473
3230,193.143199937157
3231,188.595543939051
3232,184.450116609938
3233,179.504560733498
3234,174.500584093071
3235,169.358242271257
3236,165.013845524991
3237,160.911161759197
3238,156.343573065593
3239,152.436220476302
3240,148.601481365966
3241,144.432802058395
3242,140.327007499112
3243,136.029297790228
3244,132.039943935077
3245,127.862295664485
3246,123.775851320294
3247,120.316825438063
3248,117.169088018216
3249,113.549870156024
3250,110.13508548356
3251,106.77966802313
3252,103.63525626611
3253,100.645316748228
3254,97.6729704656881
3255,94.4289829528464
3256,91.820473827464
3257,88.7224106344724
3258,86.3400181788658
3259,83.6272779083389
3260,80.7529227576053
3261,78.2037445015387
3262,75.8695558135174
3263,74.3931069198517
3264,73.0588360034586
3265,71.8749023105294
3266,70.2992881333398
3267,69.2216470011579
3268,67.7595638585803
3269,67.1076027593356
3270,66.0836884695116
3271,65.9349281120374
3272,65.7865809194124
3273,65.638541722242
3274,65.490703766751
3275,65.343288121196
3276,65.196185437134
3277,65.0492902007678
3278,64.9028237779449
3279,64.7566768000777
3280,64.6108527466254
3281,64.465245866604
3282,64.3200741859713
3283,64.1752320464703
3284,64.0306123635412
3285,63.8864371710658
3286,63.7425970768256
3287,63.5989861000857
3288,63.4558265547577
3289,63.3130090431454
3290,63.1704274506361
3291,63.0283043641392
3292,62.886530384913
3293,61.3872478436527
3294,58.5113636665279
3295,55.744144684415
3296,52.3102899165377
3297,48.5264412450581
3298,44.3307795363613
3299,40.083012817948
3300,35.8344230513329
3301,31.9700613735435
3302,29.4070410470661
3303,26.430773882345
3304,25.1604041006604
3305,23.8951131797012
3306,22.5998188611471
3307,21.3323617090829
3308,20.4966338769579
3309,20.487844655925
3310,20.487844655925
3311,20.487844655925
